source_row_id,company_name,website,linkedin_url,location,primary_industry,company_size,company_type,solar_developer_flag,keyword_flag,utility_check,residential_mention,business_model_fit_score,community_solar_score,lmi_alignment_score,capital_need_score,stage_scale_score,geographic_score,strategic_alignment_score,total_score,priority_tier,confidence_level,needs_review,priority_reason,evidence_notes,suggested_linkedin_angle,suggested_target_titles
407,PV Squared Solar,pvsquared.coop,https://www.linkedin.com/company/pvsquared,"Greenfield, MA",Services for Renewable Energy,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,4,0,29,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (MA)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
427,Reno Solar,reno.solar,https://www.linkedin.com/company/reno-solar,"Reno, Nevada",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,3,5,5,0,29,C,medium,False,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description | [geo] multi-state/national footprint | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
458,Secure Solar Futures,securesolarfutures.com,https://www.linkedin.com/company/secure-solar-futures,"Staunton, VA",Renewable Energy Semiconductor Manufacturing,11-50 employees,Partnership,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,4,0,29,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (VA)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
493,Solar Forward,solarforward.com,https://www.linkedin.com/company/solar-forward,"Santa Monica, CA",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,4,0,29,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (CA)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
552,Summit Energy,wesummit.com,https://www.linkedin.com/company/summit-energy-group,"Mansfield, Massachusetts",Environmental Services,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,4,2,0,29,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid company (201-500) | [geo] US location (Mansfield, Massachusetts) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
43,Atutu,atutu.org,https://www.linkedin.com/company/atutu,"San Francisco, California",Non-profit Organizations,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,10,0,3,4,2,2,7,28,C,medium,False,developer signals present; mission alignment,"[biz] some developer language | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (San Francisco, California) - moderate relevance | [strat] some mission language, nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
242,Hannah Solar,hannahsolar.com,https://www.linkedin.com/company/hannah-solar-llc,"Atlanta, Georgia",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,3,2,0,28,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] US location (Atlanta, Georgia) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
352,NC Clean Energy Fund,nccleanenergyfund.com,https://www.linkedin.com/company/nc-clean-energy-fund,"Raleigh, NC",Financial Services,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,2,0,6,9,0,2,9,28,C,medium,True,financing relevance; mission alignment,"[biz] no developer or commercial language | [lmi] LMI/equity language (1 signal) | [cap] financing language mentioned | [scale] very small scale penalty | [geo] US location (Raleigh, NC) - moderate relevance | [strat] mission alignment (2 signals), nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,CEO; Founder; Director of Business Development
78,BriteStreet Solar,britestreet.com,https://www.linkedin.com/company/britestreet-solar,"Centennial, Colorado",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,3,6,2,0,27,C,medium,False,developer signals present; meaningful scale,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Centennial, Colorado) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
121,Couillard Solar Foundation,couillardsolarfoundation.org,https://www.linkedin.com/company/couillard-solar-foundation,"Deerfield, WI",Non-profit Organizations,Self-employed,Non Profit,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,2,27,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Deerfield, WI) - moderate relevance | [strat] nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
155,Elemental Energy,elementalenergy.net,https://www.linkedin.com/company/elemental-energy-llc,"Portland, Oregon",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,0,1,2,5,27,C,medium,False,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [scale] smaller company (51-200) | [geo] US location (Portland, Oregon) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
228,Green Wave Solar,greenwavesolar.com,https://www.linkedin.com/company/ljc-holdings-llc,"Murfreesboro, Tennessee",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Murfreesboro, Tennessee) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
248,Helio Solar Power,heliosolarpower.com,https://www.linkedin.com/company/helio-solar-power,"Saint Charles, Missouri",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,0,1,2,5,27,C,medium,False,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [scale] smaller company (51-200) | [geo] US location (Saint Charles, Missouri) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
326,"McClure Engineering, Inc.",mcclureengineers.com,https://www.linkedin.com/company/mcclure-engineering-inc,"Charlton, Massachusetts",Civil Engineering,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Charlton, Massachusetts) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
338,Morpho Energy,morphoenergy.com,https://www.linkedin.com/company/morphoenergy,"El Segundo, California",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (El Segundo, California) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
379,"Orbit Energy & Power, LLC",orbitenergy.us,https://www.linkedin.com/company/orbit-energy-power,"Sewell, New Jersey",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Sewell, New Jersey) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
405,PTM Solar,ptmsolar.com,https://www.linkedin.com/company/ptm-solar,"East Syracuse, New York",Business Consulting and Services,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,14,3,0,1,2,5,27,C,medium,False,community solar developer,"[biz] no developer or commercial language | [comm] explicit community solar | [lmi] mission/affordability language (no explicit LMI) | [scale] smaller company (51-200) | [geo] US location (East Syracuse, New York) - moderate relevance | [strat] some mission language",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
411,Rack Solar,racksolar.com,https://www.linkedin.com/company/rack-solar,"Boca Raton, Florida",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,3,6,2,0,27,C,medium,False,developer signals present; meaningful scale,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Boca Raton, Florida) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
467,Sigenergy North America,sigenergy.com,https://www.linkedin.com/company/sigenergynorthamerica,"Los Angeles, California",Renewable Energy Semiconductor Manufacturing,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,10,0,0,7,8,2,0,27,C,medium,False,developer signals present; meaningful scale,"[biz] some developer language | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, mid-large company (501-1000) | [geo] US location (Los Angeles, California) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
565,Sundog Solar,sundog.solar,https://www.linkedin.com/company/sundog-solar-llc,"Searsport, Maine",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Searsport, Maine) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
590,SunWatt Solar,sunwatt.solar,https://www.linkedin.com/company/sunwatt-solar,"Pawtucket, Rhode Island",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,2,2,0,27,C,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Pawtucket, Rhode Island) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
635,Utilities One Group,utilitiesone.com,https://www.linkedin.com/company/utilitiesone,"Voorhees, New Jersey",Utilities,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,10,0,0,7,8,2,0,27,C,medium,False,developer signals present; meaningful scale,"[biz] some developer language | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, mid-large company (501-1000) | [geo] US location (Voorhees, New Jersey) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
190,Flywheel Development LLC,flywheeldevelopment.com,https://www.linkedin.com/company/flywheeldevelopment,Washington,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
191,Flywheel Renewables,flywheeldevelopment.com,https://www.linkedin.com/company/flywheelrenewables,Washington,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
342,MSL Group Inc.,mslgroupinc.com,https://www.linkedin.com/company/msl-group-inc.,"Manchester, Connecticut",Renewable Energy Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Manchester, Connecticut) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
355,NEC Solar,nec-solar.com,https://www.linkedin.com/company/nec-solar,"Portsmouth, Rhode Island",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,3,5,2,0,26,C,medium,False,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description | [geo] US location (Portsmouth, Rhode Island) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
356,Neeeco,neeeco.com,https://www.linkedin.com/company/neeeco-llc,"Wilmington, Massachusetts",Environmental Services,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,1,2,6,26,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [scale] smaller company (51-200) | [geo] US location (Wilmington, Massachusetts) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
381,Ovanova,ovanova.co,https://www.linkedin.com/company/ovanova,Hillsborough,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,0,0,2,5,26,C,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [scale] very small scale penalty | [geo] US location (Hillsborough) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
477,Skytech Solar-A SF Bay Area Solar Company,skytechsolar.com,https://www.linkedin.com/company/skytech-solar,"San Francisco, CA",Construction,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,4,2,4,0,26,C,medium,False,developer signals present,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (CA)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
478,Smarter Energy Services,smarterenergyservices.com,https://www.linkedin.com/company/smarter-energy-services,"Brooklyn, New York",Business Consulting and Services,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,18,0,0,0,2,6,26,C,medium,True,community solar developer,"[biz] residential-only profile, no developer or commercial language | [comm] explicit community solar (multiple mentions) | [geo] US location (Brooklyn, New York) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
494,Solar Gain,solargaininc.com,https://www.linkedin.com/company/solar-gain,"Tucson, Arizona",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,1,2,6,26,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [scale] smaller company (51-200) | [geo] US location (Tucson, Arizona) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
582,Sunrise Solar,sunrisesolar-il.com,https://www.linkedin.com/company/sunrise-solar-il,"Willowbrook, Illinois",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,7,0,10,0,1,2,6,26,C,medium,False,LMI/equity focus,"[biz] developer industry, no developer or commercial language | [lmi] LMI/equity language (2 signals) | [scale] smaller company (51-200) | [geo] US location (Willowbrook, Illinois) - moderate relevance | [strat] community/LMI focus implies mission alignment",Lead with energy equity and affordable access angle; ask about LMI project pipeline,CEO; Founder; Director of Business Development
93,Catamount Solar,catamountsolar.com,https://www.linkedin.com/company/catamount-solar,"Randolph, VT",Renewable Energy Semiconductor Manufacturing,11-50 employees,Partnership,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,6,25,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [geo] US location (Randolph, VT) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
122,"Countywide Mechanical Systems, LLC.",countywidems.com,https://www.linkedin.com/company/countywide-mechanical-systems,"El Cajon, California",Facilities Services,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,4,3,2,0,25,C,medium,False,developer signals present,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] US location (El Cajon, California) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
264,ilumen Solar,ilumen-solar.com,https://www.linkedin.com/company/ilumensolar,"Lake Barrington, Illinois",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Lake Barrington, Illinois) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
272,"Integrity Grading & Excavating, Inc.",integrityge.com,https://www.linkedin.com/company/integrity-grading-and-excavating-inc-,"Schofield, Wisconsin",Construction,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,4,3,2,0,25,C,medium,False,developer signals present,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] US location (Schofield, Wisconsin) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
366,NRGTree LLC,nrgtree.com,https://www.linkedin.com/company/nrgtree,"Lowell, Massachusetts",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Lowell, Massachusetts) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
373,Okovate Sustainable Energy,okovate.com,https://www.linkedin.com/company/okovate,"Washington, District of Columbia","Agriculture, Construction, Mining Machinery Manufacturing",2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington, District of Columbia) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
416,Redwood Energy,redwoodenergy.net,https://www.linkedin.com/company/redwood-energy,"Arcata, California",Research Services,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,6,25,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [geo] US location (Arcata, California) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
469,Simple Power Solar,simplepowersolar.com,https://www.linkedin.com/company/simple-power-solar,"Reno, Nevada",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,6,25,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [geo] US location (Reno, Nevada) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
488,SOLAR ELECTRIC SYSTEMS INC.,solarelectric.org,https://www.linkedin.com/company/solarelectricsystems,"WHITE PLAINS, NY",Construction,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,7,0,0,7,7,4,0,25,C,medium,False,meaningful scale,"[biz] installer/contractor industry, some developer language | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, mid company (201-500) | [geo] high-opportunity state (NY)",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development
508,"Solar Side Up, LLC",solarsideup.com,https://www.linkedin.com/company/solar-side-up-llc,"Loveland, Colorado",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,6,25,C,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Loveland, Colorado) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
559,Sun Solar,ussunsolar.com,https://www.linkedin.com/company/sunsolar2012,"Springfield, Missouri",Renewable Energy Semiconductor Manufacturing,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,0,14,0,2,2,7,25,C,medium,True,LMI/equity focus; mission alignment,"[biz] residential-only profile, no developer or commercial language | [lmi] strong LMI/equity language (3+ signals) | [scale] mid company (201-500) | [geo] US location (Springfield, Missouri) - moderate relevance | [strat] mission alignment (2 signals)",Lead with energy equity and affordable access angle; ask about LMI project pipeline,CEO; Founder; Director of Business Development
18,Agathon Solar,agathonsolar.com,https://www.linkedin.com/company/agathon-solar,"Spring Lake, Michigan",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,3,3,2,0,24,C,medium,False,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, very small scale penalty | [geo] US location (Spring Lake, Michigan) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
30,"Alternative Energy Systems, Inc",savingenergyforlife.com,https://www.linkedin.com/company/alternative-energy-systems-inc,"Chico, CA",Utilities,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,3,6,4,0,24,C,medium,False,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
49,Bandera Electric Cooperative,banderaelectric.com,https://www.linkedin.com/company/bandera-electric-cooperative,"Bandera, Texas",Utilities,51-200 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,8,3,0,3,6,2,2,24,C,medium,False,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Bandera, Texas) - moderate relevance | [strat] nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
67,BlueSky Utility - Powered by Nofar Energy,blueskyutility.com,https://www.linkedin.com/company/blue-sky-utility,"Novato, California",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,15,0,0,4,3,2,0,24,C,medium,False,strong developer profile,"[biz] strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] US location (Novato, California) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
198,Fortune Energy,fortuneenergy.net,https://www.linkedin.com/company/fortune-energy,"Simi Valley, CA",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,0,6,0,6,4,6,24,C,medium,False,meaningful scale,"[biz] no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development
240,Halco,halcoenergy.com,https://www.linkedin.com/company/halco,"Phelps, NY",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,3,6,4,0,24,C,medium,False,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (NY) | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
335,Mirasol Solar,mirasolsolar.com,https://www.linkedin.com/company/mirasol-solar,"Sarasota, Florida",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,5,24,C,medium,False,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [geo] US location (Sarasota, Florida) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
354,NCi,northeastusa.com,https://www.linkedin.com/company/northeast-construction-inc-,"Richmond, Virginia",Construction,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,4,2,2,0,24,C,medium,False,developer signals present,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Richmond, Virginia) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
395,Power,power.solar,https://www.linkedin.com/company/pwrsolar,"San Jose, CA",Services for Renewable Energy,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,3,6,4,0,24,C,medium,False,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
