source_row_id,company_name,website,linkedin_url,location,primary_industry,company_size,company_type,solar_developer_flag,keyword_flag,utility_check,residential_mention,business_model_fit_score,community_solar_score,lmi_alignment_score,capital_need_score,stage_scale_score,geographic_score,strategic_alignment_score,total_score,priority_tier,confidence_level,needs_review,priority_reason,evidence_notes,suggested_linkedin_angle,suggested_target_titles,review_note
342,MSL Group Inc.,mslgroupinc.com,https://www.linkedin.com/company/msl-group-inc.,"Manchester, Connecticut",Renewable Energy Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Manchester, Connecticut) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence
381,Ovanova,ovanova.co,https://www.linkedin.com/company/ovanova,Hillsborough,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,0,0,2,5,26,C,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [scale] very small scale penalty | [geo] US location (Hillsborough) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
478,Smarter Energy Services,smarterenergyservices.com,https://www.linkedin.com/company/smarter-energy-services,"Brooklyn, New York",Business Consulting and Services,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,18,0,0,0,2,6,26,C,medium,True,community solar developer,"[biz] residential-only profile, no developer or commercial language | [comm] explicit community solar (multiple mentions) | [geo] US location (Brooklyn, New York) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,appears to be residential-only installer
264,ilumen Solar,ilumen-solar.com,https://www.linkedin.com/company/ilumensolar,"Lake Barrington, Illinois",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Lake Barrington, Illinois) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
366,NRGTree LLC,nrgtree.com,https://www.linkedin.com/company/nrgtree,"Lowell, Massachusetts",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Lowell, Massachusetts) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
373,Okovate Sustainable Energy,okovate.com,https://www.linkedin.com/company/okovate,"Washington, District of Columbia","Agriculture, Construction, Mining Machinery Manufacturing",2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,0,25,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington, District of Columbia) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
508,"Solar Side Up, LLC",solarsideup.com,https://www.linkedin.com/company/solar-side-up-llc,"Loveland, Colorado",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,6,0,0,2,6,25,C,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Loveland, Colorado) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
559,Sun Solar,ussunsolar.com,https://www.linkedin.com/company/sunsolar2012,"Springfield, Missouri",Renewable Energy Semiconductor Manufacturing,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,0,14,0,2,2,7,25,C,medium,True,LMI/equity focus; mission alignment,"[biz] residential-only profile, no developer or commercial language | [lmi] strong LMI/equity language (3+ signals) | [scale] mid company (201-500) | [geo] US location (Springfield, Missouri) - moderate relevance | [strat] mission alignment (2 signals)",Lead with energy equity and affordable access angle; ask about LMI project pipeline,CEO; Founder; Director of Business Development,appears to be residential-only installer
492,Solar Farms NY,solarfarmsny.com,https://www.linkedin.com/company/sf-ny,"Albany, New York",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,14,0,0,0,2,6,24,C,medium,True,community solar developer,"[biz] no developer or commercial language | [comm] explicit community solar | [scale] very small scale penalty | [geo] US location (Albany, New York) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,very small company (2-10) with no scale evidence
270,Insight Distributed Energy LLC,insightdistributedenergy.com,https://www.linkedin.com/company/insight-distributed-energy-llc,"Sharon, MA",Services for Renewable Energy,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,3,0,0,4,5,23,C,medium,True,developer signals present,[biz] commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [scale] very small scale penalty | [geo] high-opportunity state (MA) | [strat] some mission language,Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
426,Renewable Thermal Collaborative,renewablethermal.org,https://www.linkedin.com/company/renewable-thermal-collaborative,"Arlington, Virginia",Industry Associations,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,8,3,0,9,0,2,0,22,C,medium,True,financing relevance; developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] financing language mentioned | [scale] very small scale penalty | [geo] US location (Arlington, Virginia) - moderate relevance | [strat] generic or minimal mission language",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
433,Revolusun,revolusun.com,https://www.linkedin.com/company/revolusun-llc,"HONOLULU, Hawaii",Renewables & Environment,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,3,6,2,0,22,C,medium,True,developer signals present; meaningful scale,"[biz] commercial/DG signals | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (HONOLULU, Hawaii) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (revolusun.com) as row 434
579,Sunpath Solar,sunpath.solar,https://www.linkedin.com/company/sunpath-solar,"Metro Atlanta, Georgia",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,7,0,6,0,0,2,6,21,C,medium,True,weak fit — likely installer or contractor,"[biz] developer industry, no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Metro Atlanta, Georgia) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
596,Surya Standard Energy LLC,suryastandard.com,https://www.linkedin.com/company/surya-standard-energy-llc,"Dedham, Massachusetts",Renewable Energy Power Generation,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,15,0,0,4,0,2,0,21,C,low,True,strong developer profile,"[biz] developer industry, some developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Dedham, Massachusetts) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very short description — insufficient evidence; very small company (2-10) with no scale evidence
382,Pacific Coast Power,pacificcoastpower.com,https://www.linkedin.com/company/pacificcoastpower,"San Diego , California",Solar Electric Power Generation,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,7,0,6,0,0,2,5,20,C,medium,True,weak fit — likely installer or contractor,"[biz] developer industry, no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (San Diego , California) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
71,Boston Solar,bostonsolar.us,https://www.linkedin.com/company/boston-solar,"Woburn, Massachusetts",Services for Renewable Energy,51-200 employees,Partnership,TRUE,TRUE,FALSE,TRUE,0,0,3,0,6,5,5,19,D,medium,True,meaningful scale,"[biz] residential-only profile, no developer or commercial language | [lmi] mission/affordability language (no explicit LMI) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] multi-state/national footprint | [strat] some mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,appears to be residential-only installer
111,Climate Resilient Communities,crcommunities.org,https://www.linkedin.com/company/crc-climate,"Palo Alto, California",Community Services,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,2,0,6,0,0,2,9,19,D,medium,True,mission alignment,"[biz] no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Palo Alto, California) - moderate relevance | [strat] mission alignment (2 signals), nonprofit org type",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
643,Vision Solar LLC,visionsolar.com,https://www.linkedin.com/company/visionsolarllc,"Blackwood, New Jersey",Solar Electric Power Generation,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,2,0,6,0,3,2,6,19,D,low,True,weak fit — likely installer or contractor,"[biz] developer industry, residential-only profile, no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] mid-large company (501-1000) | [geo] US location (Blackwood, New Jersey) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,appears to be residential-only installer
22,AKA Solar USA,aka.solar,https://www.linkedin.com/company/aka-solar-usa,"St Charles, Missouri",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,0,0,2,0,18,D,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (St Charles, Missouri) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
364,North Texas Solar,northtexassolar.com,https://www.linkedin.com/company/north-texas-solar,"Grapevine, Texas",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,0,0,2,0,18,D,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Grapevine, Texas) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
392,PLS Consulting,plsconsults.com,https://www.linkedin.com/company/plsconsults,"Overland Park, Ks",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,0,0,2,0,18,D,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Overland Park, Ks) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
484,Solar Design Studio,solardesignstudio.com,https://www.linkedin.com/company/solar-design-studio,"Platte City, MO",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,0,0,0,2,0,18,D,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Platte City, MO) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
640,Verdonck Partners,verdonck.com,https://www.linkedin.com/company/verdonck-partners,"New York, NY",Financial Services,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,0,0,4,0,4,0,18,D,medium,True,developer signals present,"[biz] some developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (NY)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
522,Solaris Renewables,solarisrenewables.com,https://www.linkedin.com/company/solaris-renewables,"Burlington, MA",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,0,3,0,5,4,5,17,D,medium,True,weak fit — likely installer or contractor,"[biz] residential-only profile, no developer or commercial language | [lmi] mission/affordability language (no explicit LMI) | [scale] scale/repeat signals in description | [geo] high-opportunity state (MA) | [strat] some mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,appears to be residential-only installer
646,Vorp Energy,vorpenergy.com,https://www.linkedin.com/company/vorp-energy,"Rexburg, ID",Security and Investigations,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,3,6,0,0,2,6,17,D,low,True,weak fit — likely installer or contractor,"[biz] off-topic industry — likely false positive | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [geo] US location (Rexburg, ID) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,off-topic industry: Security and Investigations
97,Chamberlains Aqua & Energy Systems Limited (CAESL),caesl.co.uk,https://www.linkedin.com/company/caesl,"Southampton, Hampshire",Climate Technology Product Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,0,0,4,0,2,0,16,D,medium,True,developer signals present,"[biz] some developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Southampton, Hampshire) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
243,"Hardt Electric, Inc.",hardtelectric.com,https://www.linkedin.com/company/hardt-electric-inc-,"Chicago, IL","Appliances, Electrical, and Electronics Manufacturing",11-50 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,0,6,0,4,2,4,0,16,D,low,True,weak fit — likely installer or contractor,[biz] off-topic industry — likely false positive | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (IL),Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,"off-topic industry: Appliances, Electrical, and Electronics Manufacturing"
350,Native Sun Community Power Development,nativesun.org,https://www.linkedin.com/company/native-sun-community-power-development,"Minneapolis, MN Minnesota",Non-profit Organizations,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,2,0,3,0,0,4,7,16,D,medium,True,mission alignment,"[biz] no developer or commercial language | [lmi] mission/affordability language (no explicit LMI) | [scale] very small scale penalty | [geo] high-opportunity state (MN) | [strat] some mission language, nonprofit org type",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
368,NXTGEN Clean Energy Solutions,nxtgencleanenergy.com,https://www.linkedin.com/company/nxtgen-clean-energy-solutions,"Independence, Ohio",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,0,0,4,0,2,0,16,D,medium,True,developer signals present,"[biz] some developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Independence, Ohio) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
447,Rose Energy,rose-energy.com,https://www.linkedin.com/company/rose-energy,"Greenville, South Carolina",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,0,6,0,0,2,6,16,D,medium,True,weak fit — likely installer or contractor,"[biz] no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Greenville, South Carolina) - moderate relevance | [strat] community/LMI focus implies mission alignment",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
617,Timberline Communications Inc. (TCI),timberlinecommunications.com,https://www.linkedin.com/company/timberlinecommunications-inc,"Canton, MA",Telecommunications,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,3,0,3,6,4,0,16,D,low,True,meaningful scale,"[biz] off-topic industry — likely false positive | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (MA) | [strat] generic or minimal mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,off-topic industry: Telecommunications
76,Brightstar Solar,brightstarsolar.net,https://www.linkedin.com/company/brightstar-solar,"Marlborough, MA",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,4,0,15,D,medium,True,developer signals present,[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] high-opportunity state (MA) | [strat] generic or minimal mission language,Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
112,"Collis Roofing, Inc.",collisroofing.com,https://www.linkedin.com/company/collis-roofing-inc-,"Longwood, FL",Construction,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,3,0,3,7,2,0,15,D,medium,True,meaningful scale,"[biz] installer/contractor industry, commercial/DG signals, roofing/HVAC in name+desc (strong penalty) | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, mid company (201-500) | [geo] US location (Longwood, FL) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,contractor name + no developer language
130,Donnelly Energy,donnellyenergy.com,https://www.linkedin.com/company/donnelly-energy,"Wayne, NJ",Services for Renewable Energy,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,4,0,15,D,medium,True,developer signals present,[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] high-opportunity state (NJ) | [strat] generic or minimal mission language,Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
135,"Earth Wind & Solar Energy, LLC",earthwindandsolarenergy.com,https://www.linkedin.com/company/earth-wind-&-solar-energy-llc,"Chicago, IL",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,4,0,15,D,medium,True,developer signals present,[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] high-opportunity state (IL) | [strat] generic or minimal mission language,Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
613,The Copper Connection,thecopperconnectionco.com,https://www.linkedin.com/company/the-green-connection,"Parker, Colorado",Solar Electric Power Generation,11-50 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,10,3,0,0,0,2,0,15,D,medium,True,developer signals present,"[biz] developer industry, commercial/DG signals, self-employed/owned type | [comm] commercial solar signals | [geo] US location (Parker, Colorado) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (thecopperconnectionco.com) as row 612
54,Big Dog Solar,bigdogsolar.com,https://www.linkedin.com/company/big-dog-solar,"Pocatello, Idaho",Renewable Energy Semiconductor Manufacturing,51-200 employees,Partnership,TRUE,TRUE,FALSE,TRUE,8,3,0,0,1,2,0,14,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] smaller company (51-200) | [geo] US location (Pocatello, Idaho) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (bigdogsolar.com) as row 55; possible duplicate — same domain (bigdogsolar.com) as row 56
56,Big Dog Solar Energy,bigdogsolar.com,https://www.linkedin.com/company/big-dog-solar-energy,"Pocatello, Idaho",Renewable Energy Semiconductor Manufacturing,51-200 employees,Partnership,TRUE,TRUE,FALSE,TRUE,8,3,0,0,1,2,0,14,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] smaller company (51-200) | [geo] US location (Pocatello, Idaho) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (bigdogsolar.com) as row 54
630,Universal Contracting - Roofing Division,ucroof.com,https://www.linkedin.com/company/universal-contracting-of-fl,"Lehigh Acres, Florida",Construction,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,3,0,3,6,2,0,14,D,medium,True,meaningful scale,"[biz] installer/contractor industry, commercial/DG signals, roofing/HVAC in name+desc (strong penalty) | [comm] commercial solar signals | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Lehigh Acres, Florida) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,contractor name + no developer language
38,Ananta Energy Source,goananta.com,https://www.linkedin.com/company/ananta-energy-source,"Columbus, OH",Utilities,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Columbus, OH) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
64,Blue Raven Solar,blueravensolar.com,https://www.linkedin.com/company/blue-raven-solar,"Orem, UT",Renewable Energy Semiconductor Manufacturing,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,0,0,0,0,8,5,0,13,D,medium,True,meaningful scale,"[biz] residential-only profile, no developer or commercial language | [scale] scale/repeat signals in description, mid-large company (501-1000) | [geo] multi-state/national footprint | [strat] generic or minimal mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,appears to be residential-only installer
164,Energy Harbor LLC,energyharborfl.com,https://www.linkedin.com/company/energyharborfl,"Tampa, Florida",Services for Renewable Energy,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Tampa, Florida) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
185,EVunited,evunited.com,https://www.linkedin.com/company/evunited,"Dublin, Ohio",Business Consulting and Services,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Dublin, Ohio) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
197,Fortis,us.com,https://www.linkedin.com/company/fortis-guarantee,"Denver, Colorado",Business Consulting and Services,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [geo] US location (Denver, Colorado) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (us.com) as row 29
200,Fresh Coast Solar,freshcoastsolar.com,https://www.linkedin.com/company/fresh-coast-solar,"Chicago, Illinois",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,0,0,6,0,0,2,5,13,D,low,True,weak fit — likely installer or contractor,"[biz] residential-only profile, no developer or commercial language | [lmi] LMI/equity language (1 signal) | [scale] very small scale penalty | [geo] US location (Chicago, Illinois) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,appears to be residential-only installer; very small company (2-10) with no scale evidence
208,Glaser Solar Inc,glasersolar.com,https://www.linkedin.com/company/glaser-solar-inc,"Northglenn, Colorado",Services for Renewable Energy,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Northglenn, Colorado) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
265,ImagineSolar,imaginesolar.com,https://www.linkedin.com/company/imaginesolar,"Austin, Texas",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Austin, Texas) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
332,Midwest Solar Power,mwsolarpower.com,https://www.linkedin.com/company/midwest-solar-power,"MADISON, WI - Wisconsin",Environmental Services,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,low,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (MADISON, WI - Wisconsin) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
421,Renewable Energy Design Group,redgroupnc.com,https://www.linkedin.com/company/renewable-energy-design-group,"Lewisville, North Carolina",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Lewisville, North Carolina) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
529,SolFarm Solar Co.,solfarm.com,https://www.linkedin.com/company/solfarm-solar-co.,"Asheville, North Carolina (NC)",Renewables & Environment,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,3,0,0,0,2,0,13,D,medium,True,developer signals present,"[biz] commercial/DG signals | [comm] commercial solar signals | [scale] very small scale penalty | [geo] US location (Asheville, North Carolina (NC)) - moderate relevance | [strat] generic or minimal mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
532,SOLRITE Energy,solriteenergy.com,https://www.linkedin.com/company/solrite-energy,"Fort Worth, TX",Services for Renewable Energy,11-50 employees,Self Employed,TRUE,TRUE,FALSE,TRUE,7,0,0,4,0,2,0,13,D,medium,True,weak fit — likely installer or contractor,"[biz] some developer language, self-employed/owned type | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Fort Worth, TX) - moderate relevance",Low priority — verify fit before outreach,CEO; Founder; Director of Business Development,"self-employed type — likely individual, not a company"
